iter	Logloss
907	0.0271098158
908	0.02705208643
909	0.02700562512
910	0.02695995007
911	0.02689449449
912	0.02685312251
913	0.02680765771
914	0.02674879766
915	0.02672081076
916	0.02668472799
917	0.02660526283
918	0.02651623334
919	0.02644571249
920	0.02638069424
921	0.02632376755
922	0.02629613642
923	0.02626274882
924	0.0262373855
925	0.02619568689
926	0.02613130038
927	0.02606929336
928	0.0259813349
929	0.0259344836
930	0.02586452916
931	0.02580247618
932	0.0257729821
933	0.025705015
934	0.02568177614
935	0.02563273428
936	0.02557517135
937	0.02554352739
938	0.02549827754
939	0.02542784314
940	0.02539902969
941	0.02532599518
942	0.02519614644
943	0.02515242039
944	0.02512057538
945	0.02507839152
946	0.02502288204
947	0.02497493976
948	0.02489789144
949	0.02485678409
950	0.0247975536
951	0.02477255407
952	0.02474848377
953	0.02470096689
954	0.0246743399
955	0.02460437725
956	0.02458394209
957	0.02452710831
958	0.02448283912
959	0.02445544387
960	0.02439226999
961	0.02434843793
962	0.02431077112
963	0.02428965866
964	0.02426044016
965	0.02422624323
966	0.02418824842
967	0.02413055875
968	0.02409036909
969	0.0240507783
970	0.02402253421
971	0.02398439838
972	0.02394271718
973	0.02391399175
974	0.02384789133
975	0.02380776581
976	0.02378013332
977	0.02374906047
978	0.02368317049
979	0.0236674421
980	0.0236171749
981	0.02354351001
982	0.02350156634
983	0.02348225913
984	0.02344009346
985	0.02340091086
986	0.02337423028
987	0.02331754103
988	0.02328327447
989	0.02325462297
990	0.02322026723
991	0.02316313987
992	0.02311251553
993	0.02306895866
994	0.02302637777
995	0.02297775563
996	0.02296375466
997	0.02293408279
998	0.022866678
999	0.02284318761
